date,ESP_real_estate_f1__ESP_real_estate_f2
2014-04-23,-0.8518389042935137
2014-04-24,-0.8518976788912191
2014-04-25,-0.8519437564706552
2014-04-28,-0.8519798393332126
2014-04-29,-0.8520080707375793
2014-04-30,-0.8520301441011038
2014-05-01,-0.8522879818244868
2014-05-02,-0.8522485801300235
2014-05-05,-0.8522178758781336
2014-05-06,-0.8521939587966576
2014-05-07,-0.8521753231581403
2014-05-08,-0.8521607993719573
2014-05-09,-0.8521494781448304
2014-05-12,-0.8521406520544035
2014-05-13,-0.8521337704266956
2014-05-14,-0.852128404416726
2014-05-15,-0.8521242199405842
2014-05-16,-0.8521209566659281
2014-05-19,-0.8521184116877865
2014-05-20,-0.8521164268342745
2014-05-21,-0.8521148787885886
2014-05-22,-0.8521136713985112
2014-05-23,-0.8521127296865709
2014-05-26,-0.8521119951832947
2014-05-27,-0.8521114222903892
2014-05-28,-0.8521109754460018
2014-05-29,-0.8521106269148246
2014-05-30,-0.8521103550651101
2014-06-02,-0.8521101430251923
2014-06-03,-0.8522353861329648
2014-06-04,-0.8522078255976288
2014-06-05,-0.8521863296606093
2014-06-06,-0.8521695658272121
2014-06-09,-0.8521564918686909
2014-06-10,-0.8521462953000342
2014-06-11,-0.8521383426603536
2014-06-12,-0.8521321400195971
2014-06-13,-0.8521273022157655
2014-06-16,-0.8521235288856329
2014-06-17,-0.8521205857844126
2014-06-18,-0.8521182902246914
2014-06-19,-0.852116499724645
2014-06-20,-0.8521151031572262
2014-06-23,-0.8521140138487002
2014-06-24,-0.8521131641968388
2014-06-25,-0.8521125014739162
2014-06-26,-0.8521119845535428
2014-06-27,-0.8521115813578954
2014-06-30,-0.8521112668667419
2014-07-01,-0.85013740624223
2014-07-02,-0.8505386963692341
2014-07-03,-0.8508634914499629
2014-07-04,-0.8511239716438094
2014-07-07,-0.8513314534803776
2014-07-08,-0.8514958927045068
2014-07-09,-0.8516257311466539
2014-07-10,-0.8517279600797789
2014-07-11,-0.8518082778407762
2014-07-14,-0.851871277220515
2014-07-15,-0.8519206301958746
2014-07-16,-0.851959255187371
2014-07-17,-0.8519894614754534
2014-07-18,-0.8520130702703691
2014-07-21,-0.8520315142418224
2014-07-22,-0.8520459182375358
2014-07-23,-0.8520571641140677
2014-07-24,-0.8520659424395287
2014-07-25,-0.8520727935105044
2014-07-28,-0.8520781397635933
2014-07-29,-0.8520823113105738
2014-07-30,-0.8520855660103032
2014-07-31,-0.8520881052186956
2014-08-01,-0.8527530553048465
2014-08-04,-0.8526102403749785
2014-08-05,-0.8524985493991574
2014-08-06,-0.8524112711483457
2014-08-07,-0.8523430969867518
2014-08-08,-0.8522898619517777
2014-08-11,-0.8522483025720624
2014-08-12,-0.8522158643051634
2014-08-13,-0.8521905490970875
2014-08-14,-0.8521707951063412
2014-08-15,-0.8521553820497341
2014-08-18,-0.8521433568597729
2014-08-19,-0.8521339753848353
2014-08-20,-0.8521266567246978
2014-08-21,-0.8521209474960876
2014-08-22,-0.8521164938890475
2014-08-25,-0.8521130198278112
2014-08-26,-0.8521103099100479
2014-08-27,-0.8521081960835055
2014-08-28,-0.8521065472440782
2014-08-29,-0.8521052611163817
2014-09-01,-0.85210425791701
2014-09-02,-0.8521688837603636
2014-09-03,-0.8521539806732302
2014-09-04,-0.8521423563392178
2014-09-05,-0.8521332904715585
2014-09-08,-0.8521262197746368
2014-09-09,-0.852120705046505
2014-09-10,-0.8521164038126692
2014-09-11,-0.852113049005871
2014-09-12,-0.8521104323519846
2014-09-15,-0.8521083914205809
2014-09-16,-0.8521067995301999
2014-09-17,-0.852105557878018
2014-09-18,-0.8521045894031604
2014-09-19,-0.8521038340014025
2014-09-22,-0.8521032447934442
2014-09-23,-0.8521027852146565
2014-09-24,-0.8521024267453806
2014-09-25,-0.8521021471407478
2014-09-26,-0.8521019290500471
2014-09-29,-0.8521017589399029
2014-09-30,-0.852101626254393
2014-10-01,-0.8520343215544695
2014-10-02,-0.8520479621872846
2014-10-03,-0.8520591570430548
2014-10-06,-0.8520682092649224
2014-10-07,-0.8520754647727198
2014-10-08,-0.8520812425439
2014-10-09,-0.8520858212729407
2014-10-10,-0.8520894365210374
2014-10-13,-0.8520922830831005
2014-10-14,-0.8520945196248041
2014-10-15,-0.8520962739965119
2014-10-16,-0.8520976484101905
2014-10-17,-0.8520987241051062
2014-10-20,-0.8520995653688693
2014-10-21,-0.8521002229060918
2014-10-22,-0.8521007366072124
2014-10-23,-0.8521011377941269
2014-10-24,-0.8521014510240542
2014-10-27,-0.8521016955283639
2014-10-28,-0.8521018863542055
2014-10-29,-0.8521020352667534
2014-10-30,-0.8521021514601183
2014-10-31,-0.852102242116213
2014-11-03,-0.8527756882203075
2014-11-04,-0.8526274015595557
2014-11-05,-0.852512229511691
2014-11-06,-0.8524227056665432
2014-11-07,-0.8523530674153872
2014-11-10,-0.8522988661232765
2014-11-11,-0.8522566603762424
2014-11-12,-0.8522237834215382
2014-11-13,-0.8521981659643225
2014-11-14,-0.8521782005539066
2014-11-17,-0.852162637415542
2014-11-18,-0.8521505041913834
2014-11-19,-0.8521410439479694
2014-11-20,-0.8521336671957147
2014-11-21,-0.8521279146927897
2014-11-24,-0.8521234285719196
2014-11-25,-0.8521199299046317
2014-11-26,-0.8521172012534443
2014-11-27,-0.8521150730943231
2014-11-28,-0.852113413245554
2014-12-01,-0.8521121186340551
2014-12-02,-0.8530038156705086
2014-12-03,-0.8528068340900438
2014-12-04,-0.8526535751505818
2014-12-05,-0.8525342875768739
2014-12-08,-0.8524414001723531
2014-12-09,-0.8523690444815963
2014-12-10,-0.8523126662399557
2014-12-11,-0.8522687274682647
2014-12-12,-0.8522344774035877
2014-12-15,-0.852207775905091
2014-12-16,-0.8521869570117134
2014-12-17,-0.8521707233258716
2014-12-18,-0.852158064132997
2014-12-19,-0.8521481918430537
2014-12-22,-0.8521404926043643
2014-12-23,-0.8521344878985491
2014-12-24,-0.8521298046556817
2014-12-25,-0.8521261519875749
2014-12-26,-0.852123303066289
2014-12-29,-0.852121081005571
2014-12-30,-0.8521193478582537
2014-12-31,-0.852117996040254
2015-01-01,-0.8529708083490187
2015-01-02,-0.8527842193526903
2015-01-05,-0.8526381415598394
2015-01-06,-0.8525239010379762
2015-01-07,-0.8524346103877767
2015-01-08,-0.852364852028136
2015-01-09,-0.8523103724465094
2015-01-12,-0.8522678369063742
2015-01-13,-0.8522346339328263
2015-01-14,-0.8522087202413564
2015-01-15,-0.8521884982076952
2015-01-16,-0.852172719331056
2015-01-19,-0.852160408346943
2015-01-20,-0.8521508036759048
2015-01-21,-0.8521433107544457
2015-01-22,-0.852137465499567
2015-01-23,-0.8521329057297239
2015-01-26,-0.8521293488236025
2015-01-27,-0.8521265742637842
2015-01-28,-0.8521244100024311
2015-01-29,-0.8521227218153381
2015-01-30,-0.852121404991291
2015-02-02,-0.8521203778456261
2015-02-03,-0.8518735113137691
2015-02-04,-0.8519264235121793
2015-02-05,-0.8519677958493921
2015-02-06,-0.8520001262267245
2015-02-09,-0.8520253803069088
2015-02-10,-0.8520451005817696
2015-02-11,-0.8520604958142145
2015-02-12,-0.8520725122469054
2015-02-13,-0.852081890016929
2015-02-16,-0.8520892076866603
2015-02-17,-0.8520949172972809
2015-02-18,-0.852099371904188
2015-02-19,-0.8521028471721114
2015-02-20,-0.8521055582906335
2015-02-23,-0.8521076732116173
2015-02-24,-0.8521093230007191
2015-02-25,-0.8521106099275612
2015-02-26,-0.8521116137857904
2015-02-27,-0.8521123968286316
2015-03-02,-0.8521130076222133
2015-03-03,-0.8526392420672407
2015-03-04,-0.8525243199922308
2015-03-05,-0.8524347812977562
2015-03-06,-0.8523650119761268
2015-03-09,-0.8523106353874003
2015-03-10,-0.8522682482835641
2015-03-11,-0.8522352026372053
2015-03-12,-0.8522094369921354
2015-03-13,-0.8521893458718487
2015-03-16,-0.8521736785118122
2015-03-17,-0.8521614602379233
2015-03-18,-0.8521519313680652
2015-03-19,-0.8521444996944321
2015-03-20,-0.8521387035050392
2015-03-23,-0.8521341827927205
2015-03-24,-0.852130656830072
2015-03-25,-0.8521279066974042
2015-03-26,-0.8521257616664459
2015-03-27,-0.8521240885868901
2015-03-30,-0.8521227836123292
2015-03-31,-0.8521217657491795
2015-04-01,-0.8272240441971894
2015-04-02,-0.8326308191241739
2015-04-03,-0.8368812459869855
2015-04-06,-0.8402123138324571
2015-04-07,-0.8428187144001503
2015-04-08,-0.8448560621169453
2015-04-09,-0.846447569670993
