date,FRA_banking_system_f1__FRA_banking_system_f2
2014-11-03,-0.909035467954082
2014-11-04,-0.9109756172427257
2014-11-05,-0.9125521283054022
2014-11-06,-0.9137237029354729
2014-11-07,-0.9145557432724845
2014-11-10,-0.9151316399871374
2014-11-11,-0.915524115606779
2014-11-12,-0.9157890138208904
2014-11-13,-0.9159667048823239
2014-11-14,-0.9160854237006838
2014-11-17,-0.916164535920996
2014-11-18,-0.916217165080381
2014-11-19,-0.916252137153429
2014-11-20,-0.9162753588706618
2014-11-21,-0.9162907707095571
2014-11-24,-0.9163009959555694
2014-11-25,-0.916307778612117
2014-11-26,-0.9163122770747547
2014-11-27,-0.9163152603098407
2014-11-28,-0.9163172385713904
2014-12-01,-0.9163185503542723
2014-12-02,-0.9151986880227382
2014-12-03,-0.915472037991323
2014-12-04,-0.9157124099945553
2014-12-05,-0.9158978388746046
2014-12-08,-0.9160322594323633
2014-12-09,-0.9161264365653932
2014-12-10,-0.9161911024832335
2014-12-11,-0.9162349564635086
2014-12-12,-0.9162644635718902
2014-12-15,-0.916284217181289
2014-12-16,-0.9162973978478679
2014-12-17,-0.9163061737750952
2014-12-18,-0.9163120086799165
2014-12-19,-0.9163158845492909
2014-12-22,-0.916318457530893
2014-12-23,-0.9163201648987367
2014-12-24,-0.9163212975605508
2014-12-25,-0.9163220488300525
2014-12-26,-0.9163225470714418
2014-12-29,-0.9163228774788248
2014-12-30,-0.9163230965761524
2014-12-31,-0.9163232418573576
2015-01-01,-0.9135271111836394
2015-01-02,-0.9142002038437366
2015-01-05,-0.9147958684734613
2015-01-06,-0.915256890465049
2015-01-07,-0.9155917534992407
2015-01-08,-0.9158266578896754
2015-01-09,-0.9159880842045758
2015-01-12,-0.9160976158229823
2015-01-13,-0.9161713399686293
2015-01-14,-0.9162207062457266
2015-01-15,-0.9162536511301229
2015-01-16,-0.9162755886632944
2015-01-19,-0.9162901753887884
2015-01-20,-0.9162998651383666
2015-01-21,-0.9163062978332478
2015-01-22,-0.9163105664964197
2015-01-23,-0.9163133983493545
2015-01-26,-0.9163152766708954
2015-01-27,-0.9163165223795003
2015-01-28,-0.9163173484708058
2015-01-29,-0.9163178962638079
2015-01-30,-0.9163182595003699
2015-02-02,-0.9163185003535891
2015-02-03,-0.9158761097463262
2015-02-04,-0.9159908587738635
2015-02-05,-0.9160856962228721
2015-02-06,-0.9161568174487237
2015-02-09,-0.9162075953415642
2015-02-10,-0.9162428551471137
2015-02-11,-0.9162669337116717
2015-02-12,-0.9162832064861524
2015-02-13,-0.9162941312936155
2015-02-16,-0.9163014343798146
2015-02-17,-0.9163063027885043
2015-02-18,-0.9163095422513379
2015-02-19,-0.9163116952115317
2015-02-20,-0.9163131249412422
2015-02-23,-0.916314073892352
2015-02-24,-0.9163147035186425
2015-02-25,-0.9163151211777657
2015-02-26,-0.9163153981874271
2015-02-27,-0.9163155818937109
2015-03-02,-0.9163157037152394
2015-03-03,-0.9092890295784268
2015-03-04,-0.9109324266076164
2015-03-05,-0.912424276563537
2015-03-06,-0.9135939312114403
2015-03-09,-0.9144500567758259
2015-03-10,-0.9150535342916958
2015-03-11,-0.9154695406907658
2015-03-12,-0.9157523873080019
2015-03-13,-0.9159430227124101
2015-03-16,-0.916070786654024
2015-03-17,-0.9161561005502321
2015-03-18,-0.9162129318457654
2015-03-19,-0.9162507298444373
2015-03-20,-0.9162758427657169
2015-03-23,-0.9162925162538318
2015-03-24,-0.916303581415505
2015-03-25,-0.9163109224628692
2015-03-26,-0.9163157918184772
2015-03-27,-0.9163190212601613
2015-03-30,-0.9163211628943204
2015-03-31,-0.9163225830562253
2015-04-01,-0.9138170404405003
2015-04-02,-0.914420541570995
2015-04-03,-0.9149556278742034
2015-04-06,-0.9153700724362842
2015-04-07,-0.915671211020394
2015-04-08,-0.9158824978867608
2015-04-09,-0.9160277099042001
2015-04-10,-0.9161262460897037
2015-04-13,-0.9161925720120806
2015-04-14,-0.9162369854985336
2015-04-15,-0.9162666255874092
2015-04-16,-0.9162863627110411
2015-04-17,-0.9162994864281282
2015-04-20,-0.9163082043617639
2015-04-21,-0.9163139919182962
2015-04-22,-0.9163178324825195
2015-04-23,-0.9163203803357272
2015-04-24,-0.9163220702863619
2015-04-27,-0.9163231910674403
2015-04-28,-0.916323934313372
2015-04-29,-0.9163244271705405
2015-04-30,-0.9163247539797044
2015-05-01,-0.9136338116950143
2015-05-04,-0.9144530427789644
2015-05-05,-0.9150445745927798
2015-05-06,-0.915457518123499
2015-05-07,-0.9157402858029605
2015-05-08,-0.9159316742256203
2015-05-11,-0.9160602762840072
2015-05-12,-0.9161462904390356
2015-05-13,-0.9162036483055138
2015-05-14,-0.9162418224469181
2015-05-15,-0.9162671965305053
2015-05-18,-0.9162840483206733
2015-05-19,-0.9162952339549912
2015-05-20,-0.9163026558677778
2015-05-21,-0.9163075792737692
2015-05-22,-0.9163108447434043
2015-05-25,-0.9163130103492274
2015-05-26,-0.9163144464421169
2015-05-27,-0.9163153987236149
2015-05-28,-0.9163160301674103
2015-05-29,-0.9163164488598612
2015-06-01,-0.916316726479155
2015-06-02,-0.9164475017189948
2015-06-03,-0.916373672612272
2015-06-04,-0.9163417950150485
2015-06-05,-0.9163282250927036
2015-06-08,-0.916322571893474
2015-06-09,-0.9163202990967305
2015-06-10,-0.9163194423729051
2015-06-11,-0.9163191606488791
2015-06-12,-0.916319099862511
2015-06-15,-0.9163191149948277
2015-06-16,-0.9163191494110804
2015-06-17,-0.9163191829533273
2015-06-18,-0.9163192099083297
2015-06-19,-0.9163192298538312
2015-06-22,-0.9163192439900807
2015-06-23,-0.9163192537637881
2015-06-24,-0.9163192604203777
2015-06-25,-0.9163192649114527
2015-06-26,-0.9163192679232894
2015-06-29,-0.9163192699352432
2015-06-30,-0.9163192712758401
2015-07-01,-0.9163485677742302
2015-07-02,-0.9163298602007159
2015-07-03,-0.916322449828564
2015-07-06,-0.9163197365572591
2015-07-07,-0.9163189062098573
2015-07-08,-0.9163187819305665
2015-07-09,-0.9163188870558834
2015-07-10,-0.9163190392376874
2015-07-13,-0.9163191764117905
2015-07-14,-0.9163192833131247
2015-07-15,-0.9163193612059335
2015-07-16,-0.9163194159354854
2015-07-17,-0.9163194535791392
2015-07-20,-0.9163194791345106
2015-07-21,-0.9163194963408667
2015-07-22,-0.9163195078646362
2015-07-23,-0.9163195155560506
2015-07-24,-0.9163195206780654
2015-07-27,-0.9163195240839783
2015-07-28,-0.9163195263465536
2015-07-29,-0.916319527848634
2015-07-30,-0.9163195288454125
2015-07-31,-0.9163195295066866
2015-08-03,-0.9076696874503231
2015-08-04,-0.9098370212236121
2015-08-05,-0.9116898655768504
2015-08-06,-0.9131024112339609
2015-08-07,-0.9141204218210723
2015-08-10,-0.9148313935248813
2015-08-11,-0.915318680447747
2015-08-12,-0.9156487741454944
2015-08-13,-0.9158707245098542
2015-08-14,-0.916019244850191
2015-08-17,-0.9161183177134711
2015-08-18,-0.91618427016853
2015-08-19,-0.9162281151394867
2015-08-20,-0.9162572371266102
2015-08-21,-0.9162765686488331
2015-08-24,-0.91628939613659
2015-08-25,-0.9162979056542178
