date,DEU_public_finance_f1__DEU_public_finance_f2
2023-06-01,0.851546019960749
2023-06-02,0.8548785731356583
2023-06-05,0.8573643547013814
2023-06-06,0.8592381458262186
2023-06-07,0.860661853139044
2023-06-08,0.8617501114970423
2023-06-09,0.8625857876491048
2023-06-12,0.8632297711965242
2023-06-13,0.86372738291374
2023-06-14,0.8641126990194055
2023-06-15,0.8644115459096694
2023-06-16,0.864643620184975
2023-06-19,0.8648240173588444
2023-06-20,0.8649643511831461
2023-06-21,0.8650735836153058
2023-06-22,0.8651586465911665
2023-06-23,0.8652249117226125
2023-06-26,0.865276547498173
2023-06-27,0.8653167923881581
2023-06-28,0.8653481645435432
2023-06-29,0.8653726233534234
2023-06-30,0.8653916942450054
2023-07-03,0.7159540569939703
2023-07-04,0.3857243927991153
2023-07-05,0.1247559138119539
2023-07-06,-0.081186076904162
2023-07-07,-0.24343712607877604
2023-07-10,-0.3710586034769019
2023-07-11,-0.47129252812488026
2023-07-12,-0.5499143585578595
2023-07-13,-0.611516499144219
2023-07-14,-0.659739518466187
2023-07-17,-0.6974612331263855
2023-07-18,-0.7269508325654435
2023-07-19,-0.7499938032567962
2023-07-20,-0.7679925652325954
2023-07-21,-0.7820470763919095
2023-07-24,-0.7930190662225286
2023-07-25,-0.8015830058071792
2023-07-26,-0.8082664111104416
2023-07-27,-0.8134816211782441
2023-07-28,-0.8175507973179422
2023-07-31,-0.8207255536243122
2023-08-01,-0.5822363024108289
2023-08-02,-0.6084205755413845
2023-08-03,-0.6359327917061152
2023-08-04,-0.6635693965173499
2023-08-07,-0.6903142913748544
2023-08-08,-0.715370940814577
2023-08-09,-0.7381832468539002
2023-08-10,-0.7584331734594156
2023-08-11,-0.776014290612845
2023-08-14,-0.7909883342406046
2023-08-15,-0.8035350161148271
2023-08-16,-0.8139042547115735
2023-08-17,-0.8223766882884065
2023-08-18,-0.82923475500215
2023-08-21,-0.8347439623186008
2023-08-22,-0.8391425283608
2023-08-23,-0.8426371369722281
2023-08-24,-0.84540271400632
2023-08-25,-0.847584562843904
2023-08-28,-0.8493016725185707
2023-08-29,-0.8506504233196862
2023-08-30,-0.8517082271219126
2023-08-31,-0.8525368563510277
2023-09-01,-0.8049121005057676
2023-09-04,-0.8129878226633646
2023-09-05,-0.8203184823241164
2023-09-06,-0.826732064535223
2023-09-07,-0.8321955873436048
2023-09-08,-0.8367578167797672
2023-09-11,-0.840509908958946
2023-09-12,-0.8435597545811062
2023-09-13,-0.8460163551330576
2023-09-14,-0.8479811645817833
2023-09-15,-0.8495440001998973
2023-09-18,-0.8507817691090218
2023-09-19,-0.851758802119239
2023-09-20,-0.8525280070369404
2023-09-21,-0.8531323556803012
2023-09-22,-0.8536064235591155
2023-09-25,-0.8539778331017428
2023-09-26,-0.8542685323081073
2023-09-27,-0.8544958878558007
2023-09-28,-0.8546735972993966
2023-09-29,-0.8548124374698219
2023-10-02,-0.8549208709730368
2023-10-03,0.515135142396517
2023-10-04,0.5423925736441415
2023-10-05,0.571655723871385
2023-10-06,0.6022035788633898
2023-10-09,0.6331753873636564
2023-10-10,0.6636618841699207
2023-10-11,0.6928077686118619
2023-10-12,0.7199021330387648
2023-10-13,0.74443786021498
2023-10-16,0.7661316912809041
2023-10-17,0.784908482430231
2023-10-18,0.8008612349566671
