date,USA_financial_markets_f1__USA_financial_markets_f2
2014-06-23,0.8789278505201308
2014-06-24,0.8789175577971955
2014-06-25,0.8789105585939626
2014-06-26,0.8789057990683423
2014-06-27,0.8789025625614271
2014-06-30,0.8789003617241835
2014-07-01,0.8784092932142014
2014-07-02,0.878526676268993
2014-07-03,0.8786268179569453
2014-07-04,0.8787043061758958
2014-07-07,0.8787613399512467
2014-07-08,0.8788021303284308
2014-07-09,0.8788307959509671
2014-07-10,0.8788507177381134
2014-07-11,0.8788644629895206
2014-07-14,0.8788739015120947
2014-07-15,0.8788803621300534
2014-07-16,0.8788847749642713
2014-07-17,0.8788877847595732
2014-07-18,0.8788898356124365
2014-07-21,0.8788912321301128
2014-07-22,0.8788921826576791
2014-07-23,0.8788928294302131
2014-07-24,0.87889326942666
2014-07-25,0.8788935687124757
2014-07-28,0.8788937722675312
2014-07-29,0.8788939107037219
2014-07-30,0.8788940048489583
2014-07-31,0.8788940688716771
2014-08-01,0.8610477345898696
2014-08-04,0.8674543667684639
2014-08-05,0.8713003971137645
2014-08-06,0.8737138601399116
2014-08-07,0.8752706887018431
2014-08-08,0.8762928611990402
2014-08-11,0.8769718087183703
2014-08-12,0.8774262539468203
2014-08-13,0.8777319959156492
2014-08-14,0.8779384038198027
2014-08-15,0.8780780754307089
2014-08-18,0.8781727369585747
2014-08-19,0.8782369616500163
2014-08-20,0.8782805674961457
2014-08-21,0.8783101885629201
2014-08-22,0.8783303166055485
2014-08-25,0.8783439970695922
2014-08-26,0.878353296728435
2014-08-27,0.8783596190805859
2014-08-28,0.8783639176234783
2014-08-29,0.8783668403277034
2014-09-01,0.8783688276246367
2014-09-02,0.8990686117550617
2014-09-03,0.8938085736127654
2014-09-04,0.8896553353121319
2014-09-05,0.886515999252763
2014-09-08,0.8842185570185025
2014-09-09,0.8825755808682183
2014-09-10,0.8814193481186768
2014-09-11,0.8806145675561607
2014-09-12,0.8800585933046305
2014-09-15,0.8796764527483781
2014-09-16,0.8794146982657696
2014-09-17,0.8792358232188402
2014-09-18,0.8791137791792896
2014-09-19,0.8790305997690365
2014-09-22,0.8789739500724588
2014-09-23,0.8789353877096087
2014-09-24,0.8789091465449718
2014-09-25,0.8788912938844093
2014-09-26,0.8788791500715906
2014-09-29,0.8788708904312139
2014-09-30,0.8788652730239894
2014-10-01,0.8615932255937498
2014-10-02,0.8677199207088482
2014-10-03,0.8714308306890736
2014-10-06,0.8737722737360051
2014-10-07,0.8752879098687119
2014-10-08,0.8762852927966831
2014-10-09,0.8769487662533884
2014-10-10,0.8773932972751707
2014-10-13,0.8776925694160449
2014-10-14,0.8778947006769172
2014-10-15,0.8780315200933683
2014-10-16,0.8781242677161443
2014-10-17,0.8781872026993639
2014-10-20,0.8782299369497296
2014-10-21,0.8782589678230202
2014-10-22,0.8782786956838001
2014-10-23,0.8782921045551302
2014-10-24,0.8783012197762673
2014-10-27,0.8783074168242028
2014-10-28,0.8783116302126913
2014-10-29,0.8783144950362003
2014-10-30,0.8783164429854894
2014-10-31,0.8783177675299413
2014-11-03,0.8874140900733147
2014-11-04,0.8848151045965336
2014-11-05,0.8829363969297845
2014-11-06,0.8816034397571649
2014-11-07,0.8806700675408692
2014-11-10,0.8800224691879587
2014-11-11,0.8795759926008139
2014-11-12,0.8792695177212356
2014-11-13,0.8790597728236976
2014-11-14,0.8789165211873909
2014-11-17,0.8788188196029129
2014-11-18,0.8787522477791803
2014-11-19,0.8787069165078135
2014-11-20,0.8786760623438288
2014-11-21,0.8786550681447989
2014-11-24,0.8786407859106197
2014-11-25,0.8786310711375159
2014-11-26,0.8786244637749027
2014-11-27,0.8786199701614068
2014-11-28,0.8786169142250124
2014-12-01,0.8786148360601387
2014-12-02,0.8775952079315461
2014-12-03,0.8779099285900086
2014-12-04,0.8781248468720769
2014-12-05,0.8782713970214248
2014-12-08,0.8783712343076522
2014-12-09,0.8784392069780836
2014-12-10,0.8784854664744097
2014-12-11,0.8785169403931232
2014-12-12,0.8785383506802742
2014-12-15,0.8785529133651441
2014-12-16,0.8785628176881037
2014-12-17,0.8785695534080111
2014-12-18,0.8785741340557557
2014-12-19,0.8785772490602356
2014-12-22,0.8785793673380653
2014-12-23,0.8785808078008656
2014-12-24,0.8785817873307596
2014-12-25,0.8785824534177911
2014-12-26,0.8785829063598539
2014-12-29,0.8785832143616412
2014-12-30,0.8785834238033038
2014-12-31,0.8785835662237729
2015-01-01,0.8457156308543117
2015-01-02,0.804489039376024
2015-01-05,0.783190703818093
2015-01-06,0.7735000688839649
2015-01-07,0.7701540160267907
2015-01-08,0.7699208852988809
2015-01-09,0.770959883427357
2015-01-12,0.7723270824892353
2015-01-13,0.7736039885828497
2015-01-14,0.774648141932666
2015-01-15,0.775444850696441
2015-01-16,0.7760285171545681
2015-01-19,0.7764453907463856
2015-01-20,0.7767383005312521
2015-01-21,0.7769419056645213
2015-01-22,0.7770824241973651
2015-01-23,0.7771789390122917
2015-01-26,0.7772450160283125
2015-01-27,0.7772901556901833
2015-01-28,0.7773209467008056
2015-01-29,0.7773419290513522
2015-01-30,0.7773562176229157
2015-02-02,0.7773659433663045
2015-02-03,0.06773591109328853
2015-02-04,-0.016993780987017773
2015-02-05,-0.11331244914116745
2015-02-06,-0.21551547561199058
2015-02-09,-0.31633258147881144
2015-02-10,-0.40887397659576086
2015-02-11,-0.4883709800476021
2015-02-12,-0.5528650229342941
2015-02-13,-0.6028018967602802
2015-02-16,-0.6400879606111878
2015-02-17,-0.6671796867314561
2015-02-18,-0.6864769109315064
2015-02-19,-0.7000283849444396
2015-02-20,-0.7094502840851779
2015-02-23,-0.7159555993597249
2015-02-24,-0.7204256187109974
2015-02-25,-0.7234869761152813
2015-02-26,-0.7255788446452915
2015-02-27,-0.7270060350506629
2015-03-02,-0.7279787157457046
2015-03-03,0.7771740907665294
2015-03-04,0.7539936940163456
2015-03-05,0.7325496714001567
2015-03-06,0.7158788021943727
2015-03-09,0.7066459456547045
2015-03-10,0.7064157462115964
2015-03-11,0.7152163718969269
2015-03-12,0.7315323834568914
2015-03-13,0.7527285801579195
2015-03-16,0.7757720073546968
2015-03-17,0.7979885511739968
2015-03-18,0.8175655504783876
2015-03-19,0.8336637584832208
2015-03-20,0.8462204009640025
2015-03-23,0.8556348597386318
2015-03-24,0.8624918104691934
2015-03-25,0.8673830400300218
2015-03-26,0.8708209875770726
2015-03-27,0.8732126417030284
2015-03-30,0.8748645586549514
2015-03-31,0.8759999203701251
2015-04-01,0.8693479173980126
2015-04-02,0.8723245561124274
2015-04-03,0.8742531836180969
2015-04-06,0.8755231264807912
2015-04-07,0.8763682573771753
2015-04-08,0.8769346552111131
2015-04-09,0.8773160421707351
2015-04-10,0.8775736665946546
2015-04-13,0.8777480631113945
2015-04-14,0.8778662903663821
2015-04-15,0.8779465179526724
2015-04-16,0.878000995693758
2015-04-17,0.878038004991275
2015-04-20,0.8780631548757929
2015-04-21,0.878080249194575
2015-04-22,0.878091869812285
2015-04-23,0.8780997702019526
2015-04-24,0.8781051417106622
2015-04-27,0.8781087939851987
2015-04-28,0.8781112773682307
2015-04-29,0.8781129659922156
2015-04-30,0.8781141142206131
2015-05-01,0.883229664698048
2015-05-04,0.8816977270748768
2015-05-05,0.8806397985289047
2015-05-06,0.87991329847027
2015-05-07,0.8794161400499956
2015-05-08,0.8790766744398394
2015-05-11,0.8788452097696005
2015-05-12,0.8786875295256927
2015-05-13,0.8785801775500853
2015-05-14,0.8785071190433412
2015-05-15,0.8784574121305981
2015-05-18,0.8784235989673955
2015-05-19,0.8784006002854853
2015-05-20,0.8783849585458603
2015-05-21,0.8783743209512371
2015-05-22,0.8783670868307382
2015-05-25,0.8783621673741996
2015-05-26,0.8783588220276969
2015-05-27,0.8783565471395229
2015-05-28,0.8783550001920132
2015-05-29,0.8783539482573233
2015-06-01,0.878353232937277
2015-06-02,0.8811932631930682
2015-06-03,0.880330205090172
2015-06-04,0.8797359699550785
2015-06-05,0.8793284727002496
2015-06-08,0.8790497901584449
2015-06-09,0.8788595523030515
2015-06-10,0.8787298510160225
2015-06-11,0.878641497082258
2015-06-12,0.8785813437844197
2015-06-15,0.8785404059724341
2015-06-16,0.8785125527486428
2015-06-17,0.8784936053922211
2015-06-18,0.8784807178830644
2015-06-19,0.8784719528519148
2015-06-22,0.8784659919284497
2015-06-23,0.8784619381776959
2015-06-24,0.8784591814792435
2015-06-25,0.8784573068567877
2015-06-26,0.8784560320829132
2015-06-29,0.8784551652229436
2015-06-30,0.8784545757520956
2015-07-01,0.8496769251284236
2015-07-02,0.857793656538069
2015-07-03,0.8626950625216279
2015-07-06,0.8657819321280952
2015-07-07,0.867777734400963
2015-07-08,0.869090089445222
2015-07-09,0.8699626448482839
2015-07-10,0.8705470646091084
2015-07-13,0.8709404250776698
2015-07-14,0.871206063931312
2015-07-15,0.8713858520671266
2015-07-16,0.8715077189584168
2015-07-17,0.871590409243003
2015-07-20,0.8716465559756231
2015-07-21,0.8716846975848687
2015-07-22,0.8717106162399414
2015-07-23,0.8717282327676518
2015-07-24,0.8717402082308408
2015-07-27,0.8717483497967426
2015-07-28,0.8717538852503534
2015-07-29,0.8717576489819727
2015-07-30,0.8717602081440193
2015-07-31,0.8717619482922526
2015-08-03,0.9195685886372464
2015-08-04,0.9124343539154589
2015-08-05,0.9052592516893663
2015-08-06,0.8986466337117812
2015-08-07,0.8930541357019355
2015-08-10,0.8886758387764988
2015-08-11,0.8854565143644703
2015-08-12,0.8831945084672171
2015-08-13,0.88165013976412
2015-08-14,0.8806115709224127
2015-08-17,0.8799171546912391
2015-08-18,0.8794529863233259
2015-08-19,0.8791420206161836
2015-08-20,0.8789330584115443
2015-08-21,0.8787922315931098
2015-08-24,0.8786970932621311
2015-08-25,0.8786327000356963
2015-08-26,0.8785890557384607
2015-08-27,0.8785594450671359
2015-08-28,0.8785393414129684
2015-08-31,0.8785256856754295
2015-09-01,0.8527308367246536
2015-09-02,0.8555887548339478
2015-09-03,0.8599745666378591
2015-09-04,0.8643746606202612
2015-09-07,0.8681421700253008
2015-09-08,0.871108852296194
2015-09-09,0.8733301756037619
2015-09-10,0.8749408542083393
2015-09-11,0.8760844174633411
2015-09-14,0.8768850290885906
2015-09-15,0.877440287542898
2015-09-16,0.8778229452275047
2015-09-17,0.878085524107165
2015-09-18,0.8782651812705685
2015-09-21,0.8783878605566885
2015-09-22,0.8784715200679921
2015-09-23,0.8785285185925854
2015-09-24,0.8785673285301215
2015-09-25,0.8785937428517414
2015-09-28,0.8786117154846848
2015-09-29,0.878623941908859
2015-09-30,0.8786322582015939
2015-10-01,0.8475238101542767
2015-10-02,0.8578745071561557
2015-10-05,0.8644260719208797
2015-10-06,0.8686748421714082
2015-10-07,0.8714740219181587
2015-10-08,0.8733374522354032
2015-10-09,0.8745865643514762
2015-10-12,0.8754277746859628
2015-10-13,0.8759960576732799
2015-10-14,0.8763807746149371
2015-10-15,0.8766415931594989
2015-10-16,0.87681858623553
2015-10-19,0.876938773801483
2015-10-20,0.8770204238857439
2015-10-21,0.8770759101410464
2015-10-22,0.8771136242350496
2015-10-23,0.8771392621537089
2015-10-26,0.8771566923869388
2015-10-27,0.8771685432980723
2015-10-28,0.877176601152122
2015-10-29,0.8771820801363117
2015-10-30,0.8771858056789107
2015-11-02,0.8771883389696085
2015-11-03,0.7236802452665231
2015-11-04,0.7671700568482644
2015-11-05,0.7992775590730798
2015-11-06,0.8224319805616227
2015-11-09,0.8388448094548878
2015-11-10,0.8503346718988113
2015-11-11,0.8583069579896252
2015-11-12,0.8638040502747807
2015-11-13,0.8675779505354869
2015-11-16,0.870161038954048
2015-11-17,0.8719254027273398
2015-11-18,0.873128830968337
2015-11-19,0.8739488625933385
2015-11-20,0.8745072726433502
2015-11-23,0.8748873567191782
2015-11-24,0.8751459829068133
2015-11-25,0.8753219268624094
2015-11-26,0.8754416048553743
2015-11-27,0.875523002553461
2015-11-30,0.8755783606689604
2015-12-01,0.8605184661967942
2015-12-02,0.8642456740971467
2015-12-03,0.8666457354374195
2015-12-04,0.8682197608149432
2015-12-07,0.869264476563664
2015-12-08,0.869963395256574
2015-12-09,0.8704334568677546
2015-12-10,0.8707507262240471
2015-12-11,0.8709653825959939
2015-12-14,0.8711108495547195
2015-12-15,0.8712095371363012
2015-12-16,0.8712765386459639
2015-12-17,0.8713220507140023
2015-12-18,0.8713529762980533
2015-12-21,0.8713739952343714
2015-12-22,0.8713882832701922
2015-12-23,0.8713979968924365
2015-12-24,0.8714046011159453
2015-12-25,0.8714090915051542
2015-12-28,0.8714121447451457
2015-12-29,0.8714142208434654
2015-12-30,0.8714156325411546
2015-12-31,0.8714165924723886
2016-01-01,0.4388920281408132
2016-01-04,0.025232847328569973
2016-01-05,-0.26188221310408905
2016-01-06,-0.4603404839118637
2016-01-07,-0.5969616898013559
